Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,gender,country,education,age,religion,orientation,married,familysize
2,4,4,3,3,1,2,3,4,3,2,3,4,2,2,MY,0,44,10,1,3,5
2,4,2,4,4,4,2,2,3,3,4,2,4,2,2,MY,3,27,10,1,1,4
2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,MY,3,29,10,5,1,5
3,1,4,3,3,2,2,2,1,4,3,3,4,1,2,MY,4,31,10,5,2,10
3,2,3,4,2,3,1,3,4,3,4,3,1,2,2,MY,2,36,10,1,2,1
1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,MY,4,39,10,5,2,5
1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,MY,4,32,10,5,1,3
2,2,1,1,1,1,1,2,1,2,2,2,1,3,2,MY,3,28,10,5,1,8
1,1,1,2,1,1,1,1,2,3,2,1,1,1,2,MY,4,25,10,1,1,7
2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,MY,3,27,10,2,2,2
2,2,1,4,4,2,4,2,1,3,2,2,2,2,2,MY,2,44,10,0,2,9
4,3,4,2,4,4,4,3,4,4,4,4,4,2,2,MY,3,23,10,1,1,4
1,3,3,3,3,4,3,3,3,1,2,2,2,3,1,MY,4,26,10,1,1,4
3,4,4,4,3,3,4,3,4,3,3,3,4,4,2,MY,3,27,10,0,1,7
1,2,2,3,3,4,2,3,2,2,2,3,3,2,2,MY,4,26,7,1,2,6
3,2,4,2,2,3,2,3,2,2,2,3,2,3,2,MY,2,42,10,1,1,6
1,1,1,2,1,1,1,3,2,2,2,1,2,2,2,MY,2,30,10,1,2,3
1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,MY,3,30,10,1,2,5
4,4,3,4,4,4,4,4,4,4,4,3,4,4,2,MY,3,1993,10,1,2,6
2,4,2,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,22,10,5,1,3
1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,MY,4,26,10,1,2,3
2,2,1,2,3,4,3,2,2,3,2,2,2,3,2,MY,3,27,10,3,1,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,4,35,10,1,2,7
1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,MY,4,29,10,2,2,3
1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,MY,3,29,10,1,2,9
3,3,3,4,2,4,4,3,4,1,4,2,4,4,2,MY,2,23,10,2,1,2
3,2,3,4,3,2,2,2,4,2,3,2,2,2,2,MY,2,23,10,0,2,1
1,1,1,2,1,2,1,2,3,1,2,1,1,1,2,JP,3,22,10,3,1,7
2,1,2,2,1,2,1,2,2,1,3,3,2,2,2,MY,0,25,10,0,2,6
4,2,2,4,2,3,1,3,2,2,3,2,2,2,2,MY,2,29,7,0,2,4
2,3,2,4,2,4,2,2,2,1,4,2,3,2,3,US,1,15,2,4,1,1
3,4,2,4,4,4,4,4,4,4,4,3,3,3,2,MY,3,20,10,0,1,4
1,3,1,2,2,1,1,3,3,2,2,1,1,1,2,MY,3,35,10,5,1,5
1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,MY,4,25,10,1,1,2
1,1,1,2,1,1,2,1,3,1,3,1,1,2,2,MY,3,24,10,1,1,6
3,4,4,4,4,4,4,4,3,4,4,4,4,4,2,MY,3,30,10,3,1,4
2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,MY,2,23,10,4,1,2
2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,MY,3,36,10,4,2,5
2,2,3,2,2,3,2,2,3,2,3,3,1,2,2,MY,3,22,10,1,1,4
3,3,2,1,2,1,1,3,3,2,3,1,1,3,2,MY,4,36,10,1,2,3
1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,MY,3,30,10,1,2,4
2,3,3,3,4,3,3,4,2,4,3,3,3,2,2,MY,4,40,10,5,2,6
2,3,2,3,3,3,3,3,3,3,2,2,2,3,2,MY,3,27,10,4,2,4
1,2,3,2,2,3,2,1,2,1,2,2,3,4,2,MY,3,20,10,1,1,2
1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,MY,4,35,10,1,2,4
1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,MY,3,30,10,1,2,5
3,4,4,3,2,4,3,2,3,2,3,3,1,2,2,NZ,3,32,10,5,2,3
3,3,4,4,4,4,4,3,4,3,4,4,3,4,2,MY,3,25,10,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,4,30,10,5,2,5
1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,MY,3,26,10,0,2,3
1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,MY,2,32,10,4,2,5
4,3,4,4,4,4,4,4,4,2,4,3,4,4,2,MY,2,26,10,2,1,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,4,36,10,5,2,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,4,29,10,1,2,6
2,3,4,3,2,2,4,2,3,2,3,4,2,2,2,MY,3,28,10,1,1,6
2,2,1,2,2,1,2,2,2,2,3,2,2,3,2,MY,3,25,10,0,1,5
1,1,1,1,1,1,1,2,2,1,1,2,2,3,2,MY,3,30,10,1,2,6
1,2,2,4,4,1,2,3,4,1,4,1,2,2,2,MY,3,28,10,2,1,7
2,3,2,3,2,1,1,3,2,3,2,2,1,2,2,MY,4,30,10,1,2,7
2,3,2,4,3,2,1,2,4,4,3,1,4,4,2,MY,4,28,10,1,2,4
2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,MY,4,24,10,0,1,4
2,3,4,3,3,4,2,4,3,2,2,4,3,1,2,MY,2,26,10,1,2,4
1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,MY,2,23,10,1,2,3
1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,MY,4,33,10,1,2,3
1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,MY,4,27,10,1,1,5
2,2,3,4,2,1,2,2,3,2,3,2,1,3,2,MY,3,21,10,1,1,7
2,3,1,3,2,3,2,2,3,1,3,1,2,2,2,MY,3,25,10,1,2,9
2,3,2,2,3,2,2,3,3,2,2,2,2,3,2,MY,3,28,10,1,2,3
1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,MY,4,27,10,1,2,6
2,2,1,2,3,4,2,3,2,3,3,2,1,2,2,MY,3,27,10,1,1,5
3,2,4,2,2,2,2,4,4,1,2,1,2,3,2,MY,3,27,4,0,1,5
2,2,2,4,2,2,2,3,3,3,2,3,2,3,2,MY,4,32,10,1,2,5
3,3,3,3,3,1,4,3,3,3,3,1,3,4,2,MY,3,33,10,3,2,2
3,2,1,2,2,2,1,2,3,2,2,1,1,3,2,MY,4,34,10,1,2,6
2,2,2,2,1,2,1,2,1,1,1,2,1,2,2,MY,3,27,10,1,2,4
1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,MY,4,34,10,1,2,5
1,2,2,3,1,1,1,3,3,2,1,1,1,2,2,MY,4,31,10,1,2,4
1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,MY,3,29,10,1,2,8
3,4,4,4,4,4,4,4,4,3,4,4,4,4,2,MY,3,24,10,2,2,3
1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,US,1,15,12,1,1,3
1,1,2,2,2,2,1,3,2,1,4,1,2,3,2,MY,2,26,10,0,2,5
1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,MY,3,26,10,4,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,US,3,26,10,0,1,10
3,3,2,4,3,1,1,3,1,2,1,1,3,2,2,MY,3,38,10,5,2,4
2,3,3,1,3,3,4,3,4,3,3,3,3,3,1,MY,4,29,10,1,2,3
1,1,2,1,1,2,3,1,1,1,2,1,3,2,2,MY,3,29,10,1,2,4
3,3,3,4,3,4,3,3,3,3,3,3,3,4,2,NZ,4,28,10,1,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,4,32,10,1,3,5
2,2,1,2,2,2,2,1,2,1,3,2,1,2,2,MY,4,27,10,1,2,8
1,2,3,2,1,2,3,2,1,2,2,2,3,2,2,MY,3,26,10,1,1,7
2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,MY,2,30,10,1,1,4
1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,MY,3,31,10,1,2,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NZ,4,30,10,0,1,4
2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,MY,4,37,10,1,2,5
1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,MY,3,30,10,0,2,2
1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,MY,4,31,10,1,2,6
1,2,2,3,2,2,2,2,3,2,2,2,2,2,2,MY,3,29,10,1,2,5
2,1,2,2,2,1,1,1,2,1,1,1,2,2,2,MY,4,33,10,4,2,4
1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,MY,3,37,10,1,1,4
3,3,4,4,4,2,4,4,4,4,4,2,2,2,2,MY,3,24,10,4,1,10
1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,MY,4,32,10,5,2,1
3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,2,29,10,5,2,4
4,2,3,3,4,4,3,4,3,3,3,2,4,2,2,MY,2,27,10,1,2,8
1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,MY,3,29,10,0,2,8
1,1,3,3,2,1,1,2,3,2,1,1,1,2,2,MY,3,28,10,4,2,3
2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,MY,3,22,10,4,1,8
2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,MY,1,26,10,0,2,3
2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,MY,3,32,3,1,2,3
2,3,4,3,4,2,2,1,4,2,2,2,3,3,2,MY,2,19,10,2,1,4
1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,MY,4,26,10,3,1,3
4,3,4,4,4,4,4,4,3,4,3,3,1,4,2,MY,4,29,10,0,2,5
4,4,4,3,4,3,4,4,4,4,3,4,4,4,2,MY,2,31,10,4,1,4
1,2,1,3,1,1,1,3,2,2,1,1,1,3,2,MY,3,26,10,1,2,3
1,3,1,2,2,2,1,1,2,2,2,2,2,2,2,MY,3,25,10,0,2,1
3,3,2,4,4,3,2,3,4,3,3,2,2,3,2,MY,3,24,10,1,1,6
1,3,1,2,2,2,1,1,1,1,2,2,1,1,2,MY,3,22,10,1,2,3
2,1,1,2,2,3,1,2,2,2,2,2,2,2,1,MY,3,32,10,1,2,4
2,3,4,3,4,4,4,2,4,4,4,4,3,4,2,MY,2,28,10,2,2,3
1,2,1,3,3,2,1,2,2,2,3,2,1,2,2,MY,3,26,10,0,1,6
2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,MY,3,26,10,5,2,4
1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,MY,2,32,10,1,2,5
1,2,1,2,2,4,2,1,2,2,3,2,1,2,2,MY,3,21,10,0,1,7
1,2,2,3,2,2,2,2,3,2,3,2,2,2,2,MY,3,27,10,2,2,3
3,3,4,3,4,3,3,3,3,4,3,3,4,3,2,MY,3,33,10,1,2,5
2,1,1,3,1,2,1,1,2,3,2,1,1,4,2,MY,4,31,10,5,2,4
1,3,2,3,3,2,2,2,2,3,2,2,2,4,2,MY,4,24,10,1,1,4
2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,MY,4,25,10,1,2,6
1,2,2,2,2,3,2,2,2,2,4,1,1,1,2,MY,4,28,10,1,2,6
2,1,3,2,2,3,3,2,2,2,3,4,3,3,1,SG,2,25,2,2,1,2
1,1,1,3,4,2,3,2,1,3,1,1,1,1,2,MY,4,30,10,1,3,6
1,2,2,2,2,1,1,2,2,1,1,3,1,2,2,MY,2,26,3,1,1,5
2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,MY,4,27,10,1,2,3
1,2,4,3,4,3,2,1,2,2,3,4,3,1,2,MY,4,23,10,1,1,7
4,2,3,4,2,4,2,4,2,2,2,2,2,2,2,MY,3,29,10,0,2,7
1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,IT,2,29,10,1,2,1
3,2,4,2,4,2,3,3,3,3,3,3,2,3,2,MY,3,23,10,1,1,2
3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,MY,3,32,10,4,2,8
3,4,4,3,4,3,4,4,3,4,4,4,4,2,2,MY,3,27,10,1,2,4
3,2,2,3,2,2,4,3,2,2,4,2,4,3,2,MY,2,34,10,5,2,6
1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,MY,3,32,10,1,2,5
4,3,4,4,2,4,4,4,4,1,4,4,3,3,2,MY,3,23,10,5,1,5
3,2,3,3,4,3,3,3,3,3,3,3,3,3,2,MY,3,33,10,1,2,5
1,1,1,2,1,1,3,2,2,1,2,1,1,2,2,MY,3,22,10,1,1,3
3,2,2,3,1,2,2,3,3,1,2,2,2,2,2,MY,3,33,10,1,2,4
2,2,2,4,2,2,2,4,4,2,4,2,2,2,2,MY,3,25,10,2,2,3
3,3,4,4,4,4,3,3,3,3,4,4,4,4,2,MY,3,39,10,5,2,6
4,2,1,2,1,1,1,1,1,1,1,1,3,2,1,CR,3,21,2,1,1,0
1,2,3,4,3,4,4,2,4,3,4,3,3,4,2,RS,3,25,12,1,1,1
1,2,1,1,1,1,2,2,2,1,1,1,1,4,1,US,1,14,2,2,1,2
1,1,2,3,1,3,3,1,3,1,3,2,2,2,2,MY,3,27,10,1,2,4
1,2,4,4,2,1,1,2,1,4,2,3,1,1,2,GB,4,34,10,5,2,2
4,4,3,2,4,4,1,4,4,4,3,4,4,4,2,MY,4,30,10,1,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,US,4,28,2,1,2,3
1,1,1,2,1,1,1,3,2,1,1,2,1,1,2,MY,4,37,10,2,2,5
2,4,4,3,3,4,2,3,3,2,4,3,4,4,2,US,1,14,2,3,1,2
2,2,2,4,2,3,2,4,3,2,2,1,2,4,2,RU,3,25,10,1,2,8
1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,MY,0,23,10,4,1,7
2,2,1,4,2,2,2,3,3,1,2,1,4,1,2,MY,4,33,4,1,2,3
2,3,2,4,2,4,3,2,4,2,4,2,3,2,2,MY,3,22,10,0,1,5
3,2,2,4,1,2,1,2,3,2,2,2,1,2,2,MY,4,33,10,1,2,4
2,2,1,3,2,2,2,1,3,2,3,2,1,2,2,MY,3,33,10,4,2,6
1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,US,2,14,4,5,1,1
1,1,1,3,3,1,1,1,2,1,4,1,1,1,2,MY,4,27,10,2,2,7
3,1,1,2,2,1,2,2,1,2,2,2,1,2,2,MY,3,35,10,5,2,5
1,3,2,3,3,1,2,2,3,2,2,2,2,2,2,MY,3,30,10,1,2,2
3,3,3,4,2,4,3,4,3,1,4,3,4,3,2,MY,4,27,10,3,1,6
3,2,2,2,2,1,1,3,4,2,1,3,1,3,2,US,1,16,4,1,1,2
2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,MY,3,31,10,1,2,8
2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,MY,2,33,10,1,3,10
2,2,2,3,3,3,2,3,4,3,4,2,2,3,2,MY,2,24,10,5,1,2
2,2,2,3,4,3,1,2,1,3,2,3,2,3,2,MY,3,32,10,1,2,9
2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,MY,4,33,10,1,2,4
1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,MY,3,40,10,5,2,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,4,29,10,1,2,7
2,4,4,4,4,4,4,2,3,4,4,4,3,4,2,MY,3,26,10,4,1,4
2,2,2,1,2,2,2,3,2,3,2,2,1,3,2,MY,3,30,6,1,2,2
2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,MY,4,41,6,4,2,2
1,1,1,1,1,1,1,2,1,3,1,2,1,2,2,MY,4,30,10,5,2,12
2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,MY,3,39,10,0,2,4
1,1,2,1,2,2,1,2,1,2,1,2,1,1,2,MY,3,32,10,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,3,33,10,4,2,7
2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,MY,3,26,10,1,2,5
2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,MY,3,29,10,5,2,4
1,1,1,2,1,1,1,2,1,2,1,1,1,3,1,MY,3,36,10,1,2,4
2,2,1,3,3,2,1,2,3,3,2,1,1,1,2,MY,3,29,10,1,2,7
2,3,1,2,2,2,2,1,4,2,2,1,1,2,2,MY,3,28,10,3,2,13
2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,MY,4,28,10,4,2,5
3,4,4,4,4,4,4,4,4,3,4,4,4,4,2,MY,3,23,10,5,1,4
1,2,1,3,3,1,1,3,4,2,3,1,3,4,2,MY,3,22,10,0,1,4
2,2,4,2,3,4,2,3,3,2,2,3,2,2,2,MY,3,27,10,5,2,4
1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,MY,4,27,10,5,1,3
3,4,3,2,2,3,2,2,3,2,4,3,2,3,2,MY,3,31,10,1,2,2
1,1,1,2,2,1,1,2,2,1,1,1,2,1,2,MY,3,34,4,4,2,3
1,1,1,1,3,2,1,2,2,1,2,1,1,2,2,MY,4,34,10,3,2,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MY,3,29,10,1,2,5
2,2,2,4,1,3,2,1,4,2,2,4,1,2,2,MY,3,32,10,1,2,4
1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,MY,3,35,10,0,1,7
3,3,4,4,4,4,4,4,4,4,4,4,3,3,2,MY,4,32,10,1,1,4
1,1,1,1,2,1,1,1,3,1,1,1,1,2,2,MY,2,23,10,1,2,3
3,2,1,2,2,1,1,1,2,2,1,1,1,2,2,ID,2,26,10,1,1,5
1,2,2,2,2,2,2,1,2,1,1,2,1,1,2,MY,3,40,10,0,2,5
1,1,2,2,2,2,1,1,2,2,1,3,1,3,2,MY,4,30,10,1,2,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,4,31,10,1,2,8
1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,MY,3,31,4,1,2,3
2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,MY,3,29,10,4,2,8
1,2,1,2,2,1,1,1,3,2,1,1,1,2,2,MY,3,28,10,1,1,7
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,3,31,4,1,2,3
3,4,1,4,4,3,4,4,4,3,4,4,4,3,2,MY,2,28,10,3,1,7
1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,MY,3,34,10,1,2,6
2,2,3,4,2,4,3,3,3,3,4,3,4,2,2,MY,3,37,10,5,2,2
1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,MY,3,35,10,1,2,6
2,3,2,2,2,3,2,3,3,2,3,3,2,2,2,MY,3,29,10,1,2,5
3,3,4,3,4,4,3,3,3,4,4,3,4,4,2,MY,3,27,10,2,1,5
1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,NONE,4,37,10,1,2,6
3,3,1,3,1,1,1,3,1,3,1,1,1,4,2,MY,4,33,10,0,2,5
1,3,3,3,1,3,3,1,1,1,3,2,3,3,2,MY,4,27,10,1,2,3
1,2,2,1,1,2,1,1,1,2,1,2,1,2,2,MY,2,29,4,3,1,6
3,4,3,4,4,4,3,4,4,4,4,4,4,4,2,MY,3,21,3,2,1,3
1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,MY,3,33,10,1,2,9
2,1,1,1,2,1,2,1,1,2,2,1,2,2,1,MY,3,34,4,3,1,4
3,4,3,2,2,2,3,4,2,2,2,2,4,3,1,MY,1,41,0,0,1,10
2,1,1,2,4,1,1,2,2,2,1,2,2,2,2,TR,2,21,1,4,1,0
1,3,1,1,2,1,1,4,1,1,1,1,1,1,1,MY,4,35,10,1,2,2
3,2,4,4,4,4,3,3,4,3,4,4,4,4,2,MY,3,21,10,1,1,3
3,2,3,3,3,4,3,3,3,3,3,3,3,3,2,MY,4,31,10,1,1,5
1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,MY,3,30,10,5,2,6
1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,MY,3,24,10,1,1,4
3,3,1,2,2,2,2,2,3,2,1,2,2,2,2,MY,3,24,10,5,1,4
2,2,1,2,1,3,1,2,2,1,1,2,2,2,2,MY,3,25,10,1,2,3
4,3,3,2,1,2,1,2,1,3,3,4,1,4,2,MY,3,34,10,4,2,2
2,3,2,4,4,3,1,3,3,3,3,4,2,2,2,MY,3,26,10,1,2,4
2,2,2,4,3,3,1,2,2,3,2,2,2,3,2,MY,4,31,10,1,2,3
2,2,1,3,2,4,2,3,2,2,4,2,2,2,2,MY,3,36,10,0,2,2
2,1,1,3,1,1,1,3,2,1,2,1,1,1,2,MY,0,29,10,0,2,2
3,3,3,4,3,3,3,3,4,3,4,3,4,3,2,MY,3,25,10,1,1,3
1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,SG,4,27,10,1,2,3
1,4,3,2,2,4,2,1,2,2,3,2,2,2,2,MY,3,21,10,1,1,3
3,2,4,4,3,4,3,3,3,3,2,1,3,2,2,MY,3,26,10,5,1,5
1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,MY,4,27,10,1,1,3
2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,MY,3,26,10,1,1,10
1,2,1,2,1,1,1,2,2,1,2,1,1,2,2,MY,4,30,10,1,2,4
2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,MY,4,31,10,2,2,11
2,2,3,3,3,4,1,2,4,2,2,4,4,2,2,MY,3,20,10,5,1,5
2,2,2,3,3,2,3,2,2,1,3,3,2,1,2,MY,3,27,10,1,1,5
1,2,2,3,2,3,3,2,2,2,2,2,2,2,2,MY,3,21,10,1,1,1
1,3,4,4,4,4,4,2,4,1,4,4,4,2,2,MY,3,20,10,1,1,6
1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,MY,3,27,10,3,2,5
2,1,2,2,2,2,2,1,1,1,2,2,3,1,2,MY,4,33,10,1,2,6
2,2,3,4,2,3,2,2,3,3,4,2,3,2,2,MY,4,22,10,1,1,4
2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,MY,3,35,10,1,2,4
1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,MY,4,33,10,4,2,4
4,3,3,4,3,3,3,4,4,3,3,4,4,3,2,MY,3,27,10,1,1,2
2,1,3,3,2,4,4,4,2,2,4,3,4,2,1,MY,3,32,10,1,2,6
3,3,4,4,4,4,4,4,4,3,4,4,4,2,1,MY,3,27,10,0,1,3
2,3,2,3,3,3,2,3,3,2,3,2,3,4,2,MY,3,41,10,1,1,6
3,2,3,4,1,2,1,3,2,3,3,2,2,4,2,MY,3,23,10,0,1,5
3,3,4,4,4,4,3,3,3,4,4,3,4,3,2,MY,1,24,10,1,1,3
1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,MY,3,28,10,1,2,4
3,2,1,1,3,1,1,1,2,1,1,1,1,3,2,MY,3,23,10,1,1,8
4,2,4,4,2,4,4,3,4,2,4,3,4,3,2,MY,3,27,10,5,2,4
4,3,4,4,4,4,4,4,3,2,4,4,4,4,2,MY,4,24,10,1,1,8
2,3,2,3,2,4,2,2,2,2,4,2,2,2,2,MY,2,30,10,4,2,3
2,4,3,4,4,4,2,4,4,2,4,1,2,2,1,MY,2,20,10,2,1,6
2,2,3,2,3,3,2,3,2,2,3,3,2,2,2,MY,4,32,10,1,1,5
2,2,2,3,3,3,2,3,2,3,2,2,2,2,2,MY,3,36,10,2,1,4
2,1,2,2,2,4,3,2,2,1,4,1,4,1,2,MY,2,21,4,0,2,4
2,2,2,2,2,2,2,2,3,1,1,2,2,1,2,MY,3,36,10,1,2,0
3,3,4,4,3,3,4,2,4,2,3,4,4,3,2,MY,3,34,10,0,2,4
2,2,2,2,3,1,1,2,2,2,2,2,1,2,1,MY,2,37,10,0,1,4
1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,MY,4,29,10,1,2,1
2,3,4,3,3,2,2,2,3,4,2,4,2,4,2,MY,3,25,10,1,1,2
1,1,3,3,4,1,1,4,3,3,1,1,2,3,2,MY,2,28,10,1,1,4
3,4,4,4,4,2,3,3,4,3,3,3,2,4,2,MY,0,29,10,2,2,3
2,4,1,4,1,1,1,2,3,2,1,1,3,4,2,US,1,16,4,4,1,2
1,2,1,3,3,3,3,3,1,3,1,1,1,2,2,MY,3,32,10,5,2,7
2,2,2,3,2,1,1,2,3,2,1,1,1,2,2,MY,3,32,10,1,2,5
1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,MY,3,28,10,5,2,6
2,2,2,4,4,4,1,2,1,4,1,1,2,4,2,MY,4,26,10,3,2,12
1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,MY,3,19,6,1,1,3
1,1,4,2,3,4,4,1,3,3,4,3,4,3,2,MY,3,20,10,1,1,5
1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,MY,2,29,6,5,2,6
2,4,2,4,3,4,2,4,4,2,2,2,2,2,2,MY,3,33,10,0,2,6
3,1,3,2,2,1,2,2,2,2,2,3,2,2,2,MY,2,23,10,2,1,5
2,2,1,1,2,3,2,1,2,2,2,1,2,1,2,MY,4,24,3,1,1,3
2,2,3,2,2,2,2,2,2,3,4,3,2,2,1,MY,3,22,10,1,1,3
2,2,3,2,2,4,3,3,2,1,1,2,4,3,1,MY,4,24,10,0,1,6
2,4,3,4,4,3,2,3,4,4,3,3,2,2,2,MY,4,28,10,1,2,5
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,MY,4,27,10,1,1,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,2,16,1,5,1,4
1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,MY,4,24,10,1,1,2
1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,MY,3,25,10,0,1,7
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,24,10,1,1,4
1,2,2,2,2,3,2,2,2,2,2,1,2,2,2,MY,3,29,10,1,2,4
3,2,2,3,3,3,3,2,3,3,3,2,3,2,2,MY,4,31,10,5,2,10
1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,MY,4,27,10,1,1,5
1,1,2,3,3,2,2,3,1,3,2,2,2,2,2,MY,3,36,10,1,2,4
2,1,1,3,3,1,1,3,3,1,1,1,1,2,2,MY,3,25,10,1,1,1
2,1,1,2,1,3,1,2,2,2,2,1,1,1,2,MY,3,28,4,1,2,4
1,1,1,2,2,3,2,3,1,1,4,3,4,1,2,MY,3,31,10,5,1,5
3,2,4,4,3,4,3,3,4,4,4,3,3,3,2,MY,1,30,10,0,2,8
2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,MY,2,38,10,1,2,6
1,2,4,2,3,2,1,4,2,3,1,1,3,3,2,MY,3,23,8,2,1,5
1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,MY,3,28,10,1,2,7
1,2,1,2,1,2,1,1,2,2,2,1,1,2,2,MY,3,34,6,1,2,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,3,23,10,0,1,4
3,4,2,4,4,3,4,4,4,3,3,2,4,4,2,MY,2,19,10,0,1,5
1,2,2,4,2,4,1,2,2,2,2,2,2,1,2,MY,3,35,10,5,2,7
4,2,3,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,31,10,5,2,5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,2,27,10,1,2,5
