Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,country,education,gender,age,married,familysize,soma_depressao,indice_depressao
1,0,1,0,0,0,1,0,0,1,0,1,2,0,2,2,2,22,1,5,7,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,2,23,1,3,2,0
0,0,0,3,0,0,2,0,0,0,0,0,0,2,1,3,2,35,2,8,7,0
2,1,1,3,1,3,3,1,2,1,3,2,1,2,1,2,2,20,1,4,26,3
1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,21,1,2,23,3
0,0,0,1,0,1,0,1,2,0,1,1,1,1,10,3,1,30,1,2,9,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,13,3,1,25,1,2,42,4
3,3,3,3,3,3,3,3,3,2,3,3,3,2,1,3,2,20,1,5,40,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,40,2,5,0,0
1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,19,1,3,25,3
2,3,2,3,3,3,3,3,3,3,3,1,3,1,1,3,2,25,1,12,36,4
2,2,3,3,1,0,1,2,3,2,1,2,0,1,5,2,1,45,2,2,23,3
0,1,0,1,0,0,0,1,1,1,0,0,1,2,2,2,2,21,1,3,8,0
1,3,3,2,1,3,2,3,1,1,3,3,2,3,1,2,2,21,1,5,31,4
3,3,3,3,2,1,1,3,3,3,1,0,1,3,1,3,1,22,1,4,30,4
1,1,0,1,1,1,2,1,1,2,1,0,0,1,1,2,1,23,1,4,13,1
2,2,1,2,2,3,2,2,2,2,2,1,1,2,1,3,2,19,1,3,26,3
3,2,2,2,3,3,3,3,2,3,3,3,3,2,1,4,2,23,1,3,37,4
0,1,3,2,1,2,1,1,1,1,3,1,3,1,1,4,2,25,2,5,21,3
1,1,1,1,1,1,0,1,1,1,1,2,0,1,2,3,2,41,1,2,13,1
2,2,2,2,1,1,0,2,1,2,1,1,1,3,23,2,1,31,1,2,21,3
2,2,2,3,2,2,1,2,2,2,3,2,2,2,1,3,2,28,1,4,29,4
1,2,1,3,3,2,2,3,1,2,2,2,1,1,1,4,2,25,1,3,26,3
1,1,1,2,2,2,2,1,2,1,2,1,2,3,1,2,2,27,1,2,23,3
1,2,1,1,1,0,0,1,1,0,0,0,0,2,9,3,2,22,1,3,10,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,2,26,1,3,2,0
0,0,1,1,1,0,0,0,1,1,2,0,0,1,1,3,2,24,1,4,8,0
3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,2,23,1,4,41,4
2,1,2,3,2,1,2,2,1,3,3,2,3,3,9,3,1,26,1,2,30,4
1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,33,1,2,18,2
0,1,0,1,1,0,0,2,1,1,1,1,0,0,1,4,2,26,1,6,9,0
2,0,3,2,0,1,1,2,2,1,1,1,0,1,1,3,2,23,1,5,17,2
1,1,1,3,1,3,3,2,1,2,2,2,3,1,25,2,1,20,1,1,26,3
3,2,3,3,2,3,2,3,3,3,3,2,1,2,1,3,2,20,1,4,35,4
0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,3,2,23,1,6,5,0
2,2,1,3,1,3,3,3,3,2,3,2,3,1,1,3,2,24,1,7,32,4
1,1,1,1,2,2,2,0,2,0,1,1,0,1,1,3,2,26,1,3,15,2
1,1,0,3,1,0,1,1,2,1,1,0,1,1,1,4,2,27,2,6,14,2
3,2,2,3,3,3,1,1,1,1,3,2,2,2,1,2,1,23,1,5,29,4
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,19,1,4,15,2
1,2,1,2,2,2,3,1,2,2,2,3,2,1,1,2,2,45,3,4,26,3
1,2,0,3,2,3,2,2,3,1,3,3,3,3,4,2,2,20,1,2,31,4
0,2,1,1,2,1,1,1,1,1,1,1,1,1,26,3,2,19,1,2,15,2
0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,4,2,27,2,6,4,0
3,2,3,2,3,3,2,2,3,3,2,2,2,3,1,3,2,24,1,4,35,4
2,3,3,0,3,2,1,0,0,2,1,3,3,3,1,3,1,22,1,10,26,3
3,1,3,3,2,3,2,1,3,1,3,2,2,1,1,3,2,23,1,3,30,4
0,0,0,1,0,2,2,0,1,1,1,1,1,2,1,3,2,20,1,3,12,1
1,2,1,3,3,3,3,1,3,1,3,1,2,2,1,3,1,22,1,3,29,4
0,1,0,1,1,0,0,1,0,0,2,0,0,0,1,3,2,21,1,1,6,0
1,1,3,1,3,2,3,1,1,3,2,3,2,2,1,2,2,19,1,1,28,4
1,1,2,3,2,3,2,1,3,2,2,1,1,2,2,1,1,18,1,5,26,3
2,2,2,2,2,3,3,2,2,2,2,2,3,2,1,2,2,21,2,4,31,4
0,3,3,0,3,3,1,1,3,3,3,3,3,1,1,2,2,19,1,5,30,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,22,1,5,42,4
2,1,0,1,1,1,0,1,2,1,1,0,0,1,1,3,2,39,2,5,12,1
0,2,0,1,0,1,0,1,1,1,1,0,0,2,2,3,1,37,2,1,10,1
1,1,1,2,2,3,1,2,2,2,2,1,1,1,1,4,2,25,1,4,22,3
2,3,1,3,3,2,3,3,3,3,3,1,2,3,26,3,2,22,1,3,35,4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,18,1,4,1,0
1,1,2,1,1,2,2,2,3,1,3,3,3,1,1,3,1,22,1,6,26,3
1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,3,2,29,2,2,5,0
1,2,3,3,3,3,1,2,3,2,3,3,2,3,1,2,1,21,1,3,34,4
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,22,1,3,1,0
2,1,1,1,2,1,0,1,0,0,1,1,0,0,1,3,2,21,1,3,11,1
0,2,3,1,1,0,0,3,1,3,0,3,0,1,2,2,1,47,3,2,18,2
0,1,0,1,0,1,1,0,2,0,1,1,1,1,1,2,2,18,1,1,10,1
0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,3,2,21,1,4,8,0
1,2,2,3,1,1,2,2,2,1,2,1,1,1,1,3,2,23,1,9,22,3
2,2,3,3,2,3,3,2,2,1,3,3,3,2,1,2,2,19,1,4,34,4
1,1,2,3,0,3,3,1,3,1,3,1,3,2,2,2,2,18,1,3,27,3
2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,4,2,50,3,2,30,4
1,1,3,2,1,0,1,1,3,1,0,0,2,2,44,3,1,23,1,3,18,2
3,3,3,3,3,1,3,3,3,3,1,3,3,2,2,2,2,20,1,3,37,4
1,0,2,1,2,1,1,3,1,2,2,0,1,3,1,2,2,19,1,4,20,2
1,2,1,3,2,1,1,2,3,2,2,1,1,3,2,3,2,21,1,2,25,3
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,18,1,5,2,0
3,3,3,3,3,3,2,1,3,3,3,3,3,2,9,2,2,21,1,3,38,4
0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,3,2,21,1,3,7,0
2,1,1,3,3,3,3,2,2,2,3,1,3,2,25,2,2,22,1,3,31,4
2,2,2,2,3,3,2,2,2,1,2,2,3,3,1,4,2,27,1,4,31,4
1,1,2,1,1,2,1,1,3,2,3,3,1,3,1,3,2,24,1,4,25,3
1,1,2,1,1,2,1,1,2,0,1,3,3,3,1,3,2,20,1,4,22,3
0,1,0,0,2,0,0,1,2,0,0,3,0,0,1,2,2,20,1,4,9,0
1,2,0,2,2,2,1,2,3,2,1,0,2,2,2,2,1,21,1,5,22,3
2,1,2,2,1,0,0,2,2,1,1,1,0,2,1,2,2,19,1,5,17,2
2,1,1,3,2,2,1,2,3,3,3,0,1,1,12,3,2,21,1,4,25,3
2,2,3,3,2,3,3,1,3,1,3,1,3,2,1,2,2,20,1,4,32,4
3,2,2,2,2,2,2,3,2,1,2,2,2,2,1,2,1,20,1,4,29,4
1,1,1,2,3,2,1,3,2,2,3,1,2,3,1,4,2,27,1,8,27,3
1,2,1,2,2,1,1,2,3,2,2,1,1,2,1,3,2,26,1,6,23,3
0,1,0,2,2,2,0,0,1,1,1,1,0,1,1,2,2,23,1,5,12,1
1,2,0,3,2,1,1,1,3,0,2,1,0,3,1,2,2,19,1,2,20,2
1,1,1,1,0,0,1,2,1,2,1,1,2,2,1,3,2,22,1,2,16,2
3,0,0,2,0,0,0,1,2,1,1,0,0,2,5,2,2,21,1,2,12,1
0,2,0,2,1,1,1,1,2,0,1,0,0,0,3,4,2,29,1,1,11,1
2,1,0,1,1,1,1,1,1,1,1,1,0,2,1,3,2,26,1,4,14,2
1,1,1,1,3,1,1,1,2,3,1,0,0,2,1,3,2,21,1,5,18,2
0,0,0,1,3,1,0,2,1,1,1,1,1,1,1,2,2,18,1,3,13,1
1,0,0,2,1,1,0,0,1,1,2,1,0,0,1,3,2,18,1,4,10,1
3,3,3,2,3,3,3,3,3,3,3,3,3,2,1,3,2,20,1,2,40,4
3,1,2,3,3,1,3,1,1,0,3,1,2,1,1,2,1,25,1,3,25,3
3,1,2,3,3,2,2,3,3,3,2,2,2,2,1,3,1,23,1,3,33,4
0,0,0,2,0,1,1,1,1,0,2,2,1,3,1,2,2,22,1,4,14,2
0,0,1,1,1,3,1,0,1,0,1,0,2,1,1,2,1,18,1,3,12,1
3,3,2,3,2,3,2,2,2,2,2,1,2,3,2,2,2,27,1,3,32,4
1,1,3,2,1,2,2,1,2,1,2,2,2,2,1,3,2,22,1,3,24,3
1,1,2,3,3,3,3,1,2,1,3,1,1,2,21,3,2,20,1,4,27,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,21,1,5,14,2
1,1,1,2,1,2,1,1,2,3,1,2,1,1,1,4,2,25,1,2,20,2
3,3,3,2,3,3,3,3,3,2,3,3,3,3,1,3,2,21,1,3,40,4
2,3,2,3,2,3,3,2,3,3,3,1,3,3,1,3,2,38,1,5,36,4
1,2,3,2,2,2,1,2,3,2,2,2,1,3,2,2,2,41,3,3,28,4
1,1,0,1,0,1,0,1,1,2,0,1,0,2,1,3,1,32,1,4,11,1
1,1,2,0,0,0,3,0,0,3,0,3,0,2,20,2,1,20,1,3,15,2
2,2,3,1,3,3,1,2,2,3,2,1,1,3,1,2,2,20,1,4,29,4
3,2,3,3,3,3,2,2,2,3,3,3,2,2,2,3,2,27,1,4,36,4
3,3,3,3,1,3,1,1,3,1,3,3,3,3,1,3,2,22,1,2,34,4
2,2,3,3,2,3,2,1,3,1,3,3,3,1,1,3,2,22,1,6,32,4
3,3,3,1,3,1,0,1,3,0,2,3,1,0,1,3,2,24,1,1,24,3
0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,3,1,22,1,5,4,0
0,0,0,0,2,1,0,0,1,2,0,0,0,0,1,4,2,23,1,7,6,0
0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,4,2,28,2,9,3,0
1,1,2,3,2,2,3,2,3,1,2,1,2,2,1,4,1,23,1,3,27,3
0,2,0,1,1,0,0,1,2,0,0,0,0,2,2,2,2,21,1,4,9,0
1,1,2,2,2,1,1,1,2,1,1,1,1,3,1,3,2,26,1,3,20,2
2,2,1,1,1,0,1,2,2,1,1,1,0,1,1,2,2,24,1,1,16,2
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,25,1,2,2,0
0,1,2,2,1,2,1,2,1,2,1,0,1,1,1,3,2,24,1,4,17,2
0,2,1,2,1,0,1,1,2,1,0,1,2,2,29,3,2,32,1,1,16,2
0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,3,2,21,1,6,4,0
2,1,3,3,1,1,1,3,3,1,2,1,1,1,1,3,2,22,1,4,24,3
0,1,0,2,0,0,0,0,1,0,0,0,0,0,34,3,2,26,1,6,4,0
0,1,1,1,1,1,0,1,1,0,1,2,0,2,1,4,2,25,1,4,12,1
2,1,1,2,1,2,2,1,2,2,2,2,2,1,1,3,1,21,1,9,23,3
0,0,0,1,1,0,0,0,2,1,2,0,0,3,1,3,2,21,1,7,10,1
1,1,0,3,1,1,0,1,3,0,3,0,0,0,1,4,2,30,2,3,14,2
0,1,0,1,0,1,0,1,1,1,0,1,0,1,2,4,2,47,2,4,8,0
0,0,0,3,0,3,0,0,0,0,0,3,0,0,1,4,2,24,1,2,9,0
0,2,2,2,1,2,2,1,2,1,2,2,3,1,1,3,1,23,1,3,23,3
2,2,3,2,3,2,2,2,2,3,2,2,1,3,1,3,2,21,1,9,31,4
1,3,0,3,1,2,1,1,2,1,2,1,2,3,2,2,2,35,2,1,23,3
1,1,1,1,0,1,1,1,3,1,1,1,0,2,1,3,2,23,1,4,15,2
0,0,1,1,1,0,2,1,1,0,1,1,3,2,28,2,1,24,1,5,14,2
1,2,0,2,2,3,2,2,2,2,3,1,2,3,1,3,2,22,1,6,27,3
1,2,2,2,2,1,1,1,1,1,1,1,1,3,1,3,2,22,1,5,20,2
3,2,1,2,2,1,3,2,3,2,1,0,3,3,1,3,2,23,1,4,28,4
2,2,2,2,2,1,3,2,1,2,2,3,3,2,1,2,2,19,1,6,29,4
0,0,1,1,1,1,1,1,0,1,1,1,0,1,2,1,2,41,2,4,10,1
2,3,3,3,2,3,3,2,2,1,3,2,3,3,1,3,1,22,1,3,35,4
2,3,2,3,3,3,2,3,3,3,2,2,2,3,1,3,2,23,1,5,36,4
0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,2,23,1,6,3,0
1,1,0,1,1,0,0,1,0,1,0,0,0,3,25,2,1,24,1,2,9,0
2,3,1,2,2,1,1,1,1,2,1,3,2,1,1,3,2,21,1,3,23,3
0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,29,1,3,2,0
3,3,3,2,3,2,3,2,2,3,2,3,2,2,2,2,2,26,2,3,35,4
1,2,3,1,3,3,3,1,3,1,3,3,3,3,23,2,1,20,1,1,33,4
1,1,1,1,0,1,0,1,0,1,1,2,0,1,1,3,2,27,1,6,11,1
0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,2,1,31,1,3,3,0
1,0,0,2,1,3,0,0,2,0,2,1,0,1,1,2,2,19,1,5,13,1
2,2,2,1,2,1,0,1,1,2,2,2,0,2,2,2,1,27,2,4,20,2
2,2,1,3,2,3,2,1,3,2,3,1,2,2,24,2,2,19,1,1,29,4
0,2,3,0,1,0,1,2,2,1,2,1,1,2,1,2,2,18,1,3,18,2
3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,2,28,2,4,41,4
0,0,0,0,1,3,1,0,0,0,1,0,1,0,1,3,2,19,1,2,7,0
1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,2,1,20,1,4,8,0
0,0,1,0,0,0,3,0,0,0,0,1,2,0,2,2,2,24,2,4,7,0
0,1,0,1,0,0,0,1,1,1,1,0,0,2,1,3,2,20,1,3,8,0
1,2,1,2,0,2,1,2,2,1,1,0,0,2,2,1,1,24,1,5,17,2
1,1,2,2,1,1,1,2,2,1,1,2,1,2,1,3,2,23,1,3,20,2
1,1,0,1,0,0,0,0,1,1,0,0,0,2,5,4,2,60,2,3,7,0
1,1,1,1,0,1,1,2,2,2,1,0,2,2,1,3,1,28,1,2,17,2
0,0,1,1,1,1,1,1,1,1,2,1,1,1,4,4,2,26,1,2,13,1
2,1,1,2,3,3,3,3,2,3,3,1,3,1,1,4,2,28,1,6,31,4
0,1,0,1,1,0,0,0,3,0,1,0,0,0,21,2,2,18,1,5,7,0
3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,2,21,1,4,41,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,20,1,3,42,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,20,1,1,0,0
1,1,3,3,1,3,3,3,2,1,3,3,3,3,1,4,1,30,1,5,33,4
1,1,2,1,1,1,1,0,1,1,3,3,3,0,1,4,2,23,1,4,19,2
2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,33,1,3,40,4
2,2,1,3,2,3,1,1,3,0,2,3,0,1,1,2,1,19,1,9,24,3
0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,4,2,39,2,5,6,0
2,3,3,2,3,2,1,2,2,1,3,3,3,3,1,3,1,23,1,3,33,4
1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,19,1,4,17,2
2,2,3,2,2,2,3,2,3,1,3,2,2,3,3,2,2,19,1,2,32,4
3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,2,19,1,2,40,4
0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,4,2,31,1,9,5,0
1,1,2,1,1,1,1,1,1,3,2,1,0,2,1,3,2,23,1,3,18,2
3,3,3,3,3,3,2,3,2,3,3,3,2,3,1,3,2,19,1,4,39,4
1,1,0,2,0,0,0,0,1,0,0,0,0,2,5,2,2,22,1,3,7,0
3,1,3,2,3,2,3,2,1,3,3,1,3,1,1,3,2,21,1,3,31,4
1,2,1,1,1,1,0,1,1,1,1,0,0,1,1,3,1,25,1,3,12,1
1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,1,25,1,4,14,2
1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,3,2,20,1,3,18,2
3,1,3,2,3,3,3,1,2,3,3,3,3,0,1,3,2,28,1,4,33,4
3,0,0,2,1,0,0,2,2,1,0,0,0,2,9,3,2,22,1,4,13,1
1,0,1,1,1,1,1,1,1,1,1,0,1,1,26,3,2,24,1,5,12,1
0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,2,2,21,1,6,7,0
2,3,1,3,3,1,1,1,2,1,1,1,1,0,1,2,2,23,2,5,21,3
2,0,3,1,1,1,3,2,2,0,2,3,1,1,1,4,2,27,1,5,22,3
0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,3,2,19,1,4,7,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,18,1,7,42,4
0,2,0,3,2,1,1,1,2,2,1,0,1,1,5,2,2,18,1,2,17,2
1,3,2,3,1,3,2,1,2,1,3,1,3,3,1,4,2,26,1,7,29,4
2,3,1,3,3,3,2,3,3,3,3,2,2,3,2,2,2,50,3,3,36,4
3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,2,20,1,5,41,4
0,1,3,1,3,3,1,1,2,1,2,3,3,3,1,2,1,20,1,4,27,3
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,2,19,1,4,2,0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,22,1,4,28,4
1,3,1,3,1,1,2,1,1,1,1,1,1,1,1,2,2,19,1,4,19,2
1,1,2,2,1,1,0,3,2,3,3,0,1,1,1,3,2,20,1,3,21,3
1,2,2,3,3,3,2,1,3,1,3,2,2,3,2,3,2,34,2,5,31,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,19,1,5,42,4
0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,2,2,26,1,6,5,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,2,1,20,1,2,2,0
1,1,1,2,1,0,0,1,3,1,2,0,0,1,6,2,2,20,2,2,14,2
2,2,1,2,1,2,1,2,2,2,0,2,1,2,2,3,1,20,1,1,22,3
0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,4,2,23,1,4,4,0
0,0,1,0,2,1,1,1,1,1,1,0,0,1,1,3,1,27,1,2,10,1
0,3,0,3,1,0,1,0,3,0,0,1,2,3,2,2,2,18,1,2,17,2
3,3,0,1,3,2,1,3,2,3,1,1,1,3,2,3,2,26,2,3,27,3
1,2,2,3,3,0,0,1,3,1,0,3,1,0,1,4,1,23,1,4,20,2
0,2,0,0,0,0,0,0,0,0,0,0,0,3,7,3,2,31,1,3,5,0
0,1,1,1,1,1,1,2,0,1,1,0,0,2,1,3,2,27,1,6,12,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,34,4,2,27,1,4,42,4
3,2,3,3,3,3,3,3,3,3,3,3,2,3,9,3,2,24,1,5,40,4
0,1,0,1,1,0,1,1,1,1,1,0,0,3,1,2,1,19,1,5,11,1
1,1,2,2,1,1,2,2,1,1,2,1,2,3,1,2,1,18,1,1,22,3
1,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,2,24,1,4,38,4
0,1,0,1,1,0,0,1,1,1,0,0,0,1,3,3,1,21,1,4,7,0
0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,3,2,22,2,13,8,0
2,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,2,33,1,2,39,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,31,1,4,14,2
1,2,2,3,1,2,3,2,2,2,3,2,3,3,5,4,2,20,1,2,31,4
3,1,3,3,3,1,3,1,3,3,3,3,3,3,1,2,2,20,1,4,36,4
1,1,1,2,2,2,3,2,1,2,2,2,1,2,2,3,2,20,1,3,24,3
0,1,3,0,0,0,3,0,0,0,0,0,0,1,1,2,2,20,1,3,8,0
0,1,2,1,2,2,1,2,2,1,2,3,3,2,23,3,1,24,1,2,24,3
1,1,0,1,1,1,0,1,2,2,1,0,0,0,1,3,1,27,2,3,11,1
1,1,3,1,1,3,2,3,2,1,1,2,1,1,1,4,2,23,1,3,23,3
0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,3,2,24,1,8,10,1
1,1,0,1,0,1,1,1,1,0,1,0,1,2,12,4,2,21,1,2,11,1
0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,3,2,21,1,8,5,0
1,0,1,2,2,1,1,1,1,1,1,1,0,0,1,3,2,22,1,3,13,1
1,1,1,1,3,0,1,2,2,2,1,1,0,2,1,4,2,29,1,5,18,2
3,1,1,2,3,3,3,1,3,1,3,1,3,2,1,3,2,19,1,5,30,4
0,2,1,1,1,2,0,1,1,1,1,2,1,1,1,4,2,30,2,4,15,2
0,1,0,2,1,1,2,1,1,1,2,2,1,1,1,3,2,19,1,6,16,2
1,1,1,2,1,3,1,1,1,1,2,1,1,2,5,2,2,36,1,3,19,2
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,36,1,4,2,0
0,1,0,0,0,1,0,1,0,2,0,0,0,1,1,3,1,29,1,4,6,0
1,1,3,3,3,3,3,2,3,2,3,3,3,3,6,2,2,31,1,2,36,4
3,2,2,3,3,3,3,3,2,3,3,3,3,3,2,2,1,22,1,1,39,4
0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3,2,31,2,5,3,0
0,0,3,3,3,1,2,0,3,1,2,1,3,2,1,3,2,20,1,5,24,3
2,1,2,3,1,2,1,1,2,1,1,2,2,2,1,3,2,28,2,3,23,3
2,3,3,1,3,3,1,0,2,0,1,3,0,3,1,3,1,21,1,3,25,3
1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,3,2,29,2,4,20,2
0,3,0,3,1,2,0,1,1,1,1,0,0,0,2,3,2,39,2,2,13,1
1,3,2,3,3,2,2,2,3,2,3,2,3,3,2,2,3,20,1,1,34,4
1,1,1,1,1,1,0,1,2,1,1,0,1,1,2,2,2,18,1,2,13,1
0,0,0,0,2,0,0,1,1,0,0,0,0,1,1,4,2,25,1,5,5,0
0,0,3,2,1,2,3,0,2,0,3,3,3,3,9,3,2,25,1,3,25,3
3,3,3,2,3,2,1,3,2,2,1,3,1,3,5,2,2,18,1,3,32,4
0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,2,38,2,4,2,0
1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2,2,22,1,6,14,2
1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,2,1,23,2,10,10,1
0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,2,1,20,1,4,6,0
1,1,0,1,1,0,0,1,1,1,0,0,0,1,2,4,2,37,2,2,8,0
0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,3,2,19,1,3,5,0
0,2,3,3,3,2,3,3,2,3,2,3,2,3,1,3,2,24,1,5,34,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,2,53,2,3,0,0
2,2,2,1,1,0,1,2,1,3,0,2,3,1,2,2,1,19,1,4,21,3
2,2,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,38,1,4,35,4
1,1,0,3,1,2,2,2,3,2,2,1,1,1,1,3,2,21,1,4,22,3
2,1,2,3,2,2,1,3,3,2,2,2,1,2,1,2,1,18,1,3,28,4
1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,4,2,27,1,4,4,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,2,18,1,3,2,0
1,2,0,1,1,1,0,1,1,1,0,0,1,2,2,2,1,48,3,1,12,1
3,2,3,3,1,3,1,3,1,2,3,2,3,2,1,2,1,18,1,4,32,4
2,0,3,1,2,2,2,2,2,2,3,3,3,2,1,4,2,27,1,5,29,4
3,3,1,3,2,3,2,2,3,1,1,1,2,1,1,3,2,20,1,5,28,4
1,2,2,3,2,2,2,2,3,2,2,2,3,3,2,3,1,25,1,3,31,4
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,19,1,1,2,0
1,1,3,1,1,1,0,0,1,1,1,2,3,1,1,4,2,24,1,5,17,2
2,1,3,3,2,3,3,2,3,2,2,3,3,2,4,3,2,30,1,2,34,4
3,2,3,3,3,3,2,3,1,1,3,2,3,2,1,3,2,21,1,4,34,4
0,0,0,1,1,1,1,0,1,0,2,0,0,0,1,3,2,23,1,3,7,0
1,0,3,3,3,3,3,3,2,2,3,3,3,1,1,3,2,19,1,7,33,4
3,3,3,3,3,3,3,3,2,2,2,1,3,3,12,4,1,21,1,1,37,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,25,1,5,0,0
1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,3,1,28,1,9,23,3
2,2,2,3,3,3,3,2,3,2,3,2,3,3,2,2,1,18,1,2,36,4
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,28,2,3,2,0
2,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,27,1,4,39,4
1,2,2,2,1,2,2,1,1,2,3,2,1,2,1,3,1,20,1,7,24,3
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,58,2,12,2,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,21,1,3,42,4
0,0,0,2,1,0,0,1,1,1,0,0,0,0,1,3,2,26,2,4,6,0
1,1,0,1,1,0,0,1,1,1,1,1,0,1,5,2,1,56,3,3,10,1
2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,3,2,33,2,5,28,4
1,1,0,1,0,1,0,1,1,1,0,2,0,1,2,2,1,42,2,4,10,1
0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,3,2,31,1,7,5,0
0,3,0,2,0,2,0,0,3,1,1,0,0,2,1,3,2,22,1,5,14,2
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,36,2,5,2,0
0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,4,2,22,2,3,13,1
1,3,1,1,2,1,1,2,1,1,1,1,1,2,2,3,2,26,1,1,19,2
1,0,1,0,2,0,0,1,0,2,0,0,0,0,6,3,2,47,2,2,7,0
1,3,2,2,1,1,3,3,3,0,1,0,3,3,5,2,1,18,1,4,26,3
3,2,2,3,2,3,0,0,3,1,3,1,2,3,1,4,2,20,1,6,28,4
3,3,3,3,2,3,2,2,3,2,3,3,3,2,1,3,2,28,2,4,37,4
2,3,0,2,2,1,0,1,1,2,0,1,0,3,2,1,2,47,3,3,18,2
1,2,2,3,2,3,2,0,2,1,3,2,1,2,2,2,1,18,1,2,26,3
2,2,0,1,3,1,0,2,1,2,0,0,0,2,2,3,1,26,1,2,16,2
